Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20002002","2000-2002","%","106","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20012003","2001-2003","%","106","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20022004","2002-2004","%","107","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20032005","2003-2005","%","107","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20042006","2004-2006","%","107","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20052007","2005-2007","%","108","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20062008","2006-2008","%","109","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20072009","2007-2009","%","111","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20082010","2008-2010","%","113","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","115","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","117","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","119","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","120","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","119","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","120","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","120","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","121","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","121","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20002002","2000-2002","I$ per person","166","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20012003","2001-2003","I$ per person","173","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20022004","2002-2004","I$ per person","181","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20032005","2003-2005","I$ per person","187","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20042006","2004-2006","I$ per person","194","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20052007","2005-2007","I$ per person","199","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20062008","2006-2008","I$ per person","207","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20072009","2007-2009","I$ per person","213","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20082010","2008-2010","I$ per person","219","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20092011","2009-2011","I$ per person","224","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20102012","2010-2012","I$ per person","230","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20112013","2011-2013","I$ per person","235","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20122014","2012-2014","I$ per person","240","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20132015","2013-2015","I$ per person","241","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6122","Value","21011","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","20142016","2014-2016","I$ per person","242","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20002002","2000-2002","kcal/capita/day","2409","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20012003","2001-2003","kcal/capita/day","2422","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20022004","2002-2004","kcal/capita/day","2439","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20032005","2003-2005","kcal/capita/day","2447","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20042006","2004-2006","kcal/capita/day","2454","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20052007","2005-2007","kcal/capita/day","2474","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20062008","2006-2008","kcal/capita/day","2502","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20072009","2007-2009","kcal/capita/day","2543","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20082010","2008-2010","kcal/capita/day","2587","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20092011","2009-2011","kcal/capita/day","2642","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20102012","2010-2012","kcal/capita/day","2696","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20112013","2011-2013","kcal/capita/day","2735","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20122014","2012-2014","kcal/capita/day","2751","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20132015","2013-2015","kcal/capita/day","2747","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20142016","2014-2016","kcal/capita/day","2760","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20152017","2015-2017","kcal/capita/day","2777","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20162018","2016-2018","kcal/capita/day","2797","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/capita/day","2800","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20002002","2000-2002","%","71","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20012003","2001-2003","%","70","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20022004","2002-2004","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20032005","2003-2005","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20042006","2004-2006","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20052007","2005-2007","%","68","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20062008","2006-2008","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20072009","2007-2009","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20082010","2008-2010","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","52.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","52.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","53.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","53.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","53.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","54.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","55.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","56.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","57.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","60.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","61.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","62.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","63.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","65","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","66.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","12.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","12.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","13","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","13.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","13.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","14.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","14.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","15.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","16","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","16.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","17","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","17.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","18.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","19.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","20.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","per 100 square km of land area","0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","per 100 square km of land area","0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","per 100 square km of land area","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","per 100 square km of land area","0.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2000","2000","I$","5689.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2001","2001","I$","5816.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2002","2002","I$","5996.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2003","2003","I$","6198.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2004","2004","I$","6423.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2005","2005","I$","6699.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2006","2006","I$","6974.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2007","2007","I$","7319.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7657.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2009","2009","I$","7906.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2010","2010","I$","8286.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2011","2011","I$","8680.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2012","2012","I$","9080","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2013","2013","I$","9457","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2014","2014","I$","9801.1","X","International reliable sources",""
