Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2010","2010","1000 I$","5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2011","2011","1000 I$","2.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2012","2012","1000 I$","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2013","2013","1000 I$","3.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2014","2014","1000 I$","4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6127","Value","21030","Per capita food production variability (constant 2004-2006 thousand int$ per capita)","2015","2015","1000 I$","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/capita/day","38","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/capita/day","43","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/capita/day","36","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/capita/day","29","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/capita/day","18","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/capita/day","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/capita/day","10","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/capita/day","21","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/capita/day","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/capita/day","31","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/capita/day","22","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/capita/day","18","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/capita/day","23","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/capita/day","30","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","75.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","76.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","77.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","78.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","79.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","80.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","81.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","82","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","82.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","83.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","84.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","85.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","85.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","86.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","87.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","88.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","89.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2000","2000","%","41.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2001","2001","%","43","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2002","2002","%","44.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2003","2003","%","46.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2004","2004","%","48.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2005","2005","%","50.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2006","2006","%","52.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2007","2007","%","54.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2008","2008","%","56.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2009","2009","%","58.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2010","2010","%","60","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2011","2011","%","61.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2012","2012","%","63.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2013","2013","%","65.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2014","2014","%","67.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2015","2015","%","69.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2016","2016","%","71.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2017","2017","%","73.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2000","2000","%","5.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2001","2001","%","5.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2004","2004","%","14.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2007","2007","%","14.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2010","2010","%","12.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2013","2013","%","13.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","10.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2000","2000","%","42.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2001","2001","%","41.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2004","2004","%","28.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2007","2007","%","40.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2010","2010","%","39.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2013","2013","%","36.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21025","Percentage of children under 5 years of age who are stunted (percent)","2018","2018","%","30.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2000","2000","%","1.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2001","2001","%","1.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2004","2004","%","5.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2007","2007","%","11.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2010","2010","%","12.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2013","2013","%","11.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21041","Percentage of children under 5 years of age who are overweight (percent)","2018","2018","%","8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2000","2000","%","2.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2001","2001","%","2.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2002","2002","%","3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2003","2003","%","3.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2004","2004","%","3.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2005","2005","%","3.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2006","2006","%","3.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2007","2007","%","4.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2008","2008","%","4.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2009","2009","%","4.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2010","2010","%","4.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2011","2011","%","5.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2012","2012","%","5.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2013","2013","%","5.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2014","2014","%","6.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2015","2015","%","6.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older)","2016","2016","%","6.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2000","2000","%","32.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2001","2001","%","31.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2002","2002","%","31.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2003","2003","%","30.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2004","2004","%","29.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2005","2005","%","28.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2006","2006","%","28.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2007","2007","%","27.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2008","2008","%","26.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2009","2009","%","26.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2010","2010","%","26.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2011","2011","%","26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2012","2012","%","26.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2013","2013","%","26.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2014","2014","%","27.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2015","2015","%","27.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years)","2016","2016","%","28.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2002","2002","%","38.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2007","2007","%","31.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2012","2012","%","40.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2017","2017","%","50.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2000","2000","%","11.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2001","2001","%","11.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2002","2002","%","11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2003","2003","%","10.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2004","2004","%","10.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2005","2005","%","10.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2006","2006","%","10.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2007","2007","%","10.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2008","2008","%","10.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2009","2009","%","10.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2010","2010","%","10.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2011","2011","%","10.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2012","2012","%","10.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","10.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","10","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","10","X","International reliable sources",""
